"hhid","h04_sex","h13_did_work","h14_cls_wkr","hgc"
"643200000000030432",1,1,1,"Grade 1 to Grade 6/7"
"643300000000030433",1,1,1,"JHS Undergraduate"
"643400000000030434",1,1,3,"JHS Graduate"
"643500000000030435",1,1,3,"Grade 1 to Grade 6/7"
"643600000000030436",1,1,3,"Elementary Graduate"
"643700000000030437",1,1,3,"JHS Graduate"
"643900000000030439",1,1,3,"JHS Graduate"
"644000000000030440",1,2,"","Grade 1 to Grade 6/7"
"644400000000030444",1,1,3,"Grade 1 to Grade 6/7"
"644600000000030446",1,1,3,"Post Secondary/Non Tertiary Education Graduate"
"644700000000030447",1,1,2,"Bachelor Level Education Graduate"
"644900000000030449",1,1,3,"JHS Undergraduate"
"645000000000030450",1,1,3,"Bachelor Level Education Undergrad"
"645100000000030451",1,1,1,"JHS Graduate"
"645200000000030452",1,1,3,"Bachelor Level Education Undergrad"
"645300000000030453",1,1,3,"Elementary Graduate"
"645400000000030454",1,1,1,"JHS Undergraduate"
"645500000000030455",1,1,3,"JHS Graduate"
"645700000000030457",1,1,3,"JHS Undergraduate"
"645800000000030458",1,1,3,"JHS Graduate"
"645900000000030459",1,2,"","JHS Undergraduate"
"646100000000030461",1,1,3,"Short Cycle Tertiary Education Undergrad"
"646200000000030462",1,1,3,"Elementary Graduate"
"646300000000030463",1,1,3,"JHS Undergraduate"
"646400000000030464",1,1,3,"Bachelor Level Education Graduate"
"646500000000030465",1,2,"","Elementary Graduate"
"646700000000030467",1,1,3,"Bachelor Level Education Undergrad"
"646800000000030468",1,1,1,"JHS Graduate"
"646900000000030469",1,1,1,"JHS Graduate"
"647000000000030470",1,1,3,"Bachelor Level Education Undergrad"
"647200000000030472",1,1,3,"JHS Graduate"
"647300000000030473",1,1,1,"Elementary Graduate"
"647400000000030474",1,1,0,"Elementary Graduate"
"647800000000030478",1,1,1,"Bachelor Level Education Undergrad"
"647900000000030479",1,1,2,"JHS Graduate"
"648000000000030480",1,2,"","Elementary Graduate"
"648100000000030481",1,1,1,"JHS Graduate"
"648200000000030482",1,1,3,"Bachelor Level Education Graduate"
"648400000000030484",1,1,3,"Elementary Graduate"
"648500000000030485",1,1,1,"Elementary Graduate"
"648600000000030486",1,1,3,"Elementary Graduate"
"648700000000030487",1,1,1,"JHS Undergraduate"
"648800000000030488",1,1,3,"Grade 1 to Grade 6/7"
"648900000000030489",1,1,3,"Bachelor Level Education Graduate"
"649000000000030490",1,1,3,"Bachelor Level Education Undergrad"
"649100000000030491",1,2,"","JHS Graduate"
"649300000000030493",1,1,3,"Bachelor Level Education Graduate"
"649400000000030494",1,1,1,"Grade 1 to Grade 6/7"
"649500000000030495",1,1,3,"JHS Graduate"
"649700000000030497",1,1,3,"Grade 1 to Grade 6/7"
"649800000000030498",1,1,1,"JHS Undergraduate"
"649900000000030499",1,1,1,"Grade 1 to Grade 6/7"
"650000000000030500",1,1,2,"JHS Graduate"
"650100000000030501",1,1,1,"JHS Graduate"
"650400000000030504",1,1,2,"Doctoral Level Education Graduate"
"650500000000030505",1,1,1,"JHS Undergraduate"
"650600000000030506",1,1,3,"Elementary Graduate"
"650800000000030508",1,1,1,"JHS Graduate"
"650900000000030509",1,1,2,"Bachelor Level Education Graduate"
"651000000000030510",1,1,1,"Short Cycle Tertiary Education Undergrad"
"651100000000030511",1,1,1,"Elementary Graduate"
"651200000000030512",1,1,1,"JHS Graduate"
"651300000000030513",1,1,2,"Bachelor Level Education Graduate"
"651500000000030515",1,1,1,"JHS Graduate"
"651600000000030516",1,1,1,"JHS Graduate"
"651700000000030517",1,1,3,"JHS Undergraduate"
"651800000000030518",1,1,3,"Elementary Graduate"
"651900000000030519",1,1,3,"JHS Undergraduate"
"652000000000030520",1,1,3,"Bachelor Level Education Undergrad"
"652100000000030521",1,2,"","JHS Graduate"
"652200000000030522",1,1,1,"Grade 1 to Grade 6/7"
"652300000000030523",1,1,0,"JHS Graduate"
"652500000000030525",1,1,1,"JHS Graduate"
"652600000000030526",1,1,3,"Elementary Graduate"
"653100000000030531",1,1,3,"Grade 1 to Grade 6/7"
"653200000000030532",1,1,2,"JHS Graduate"
"653300000000030533",1,1,1,"JHS Undergraduate"
"653400000000030534",1,1,1,"JHS Graduate"
"653500000000030535",1,1,1,"JHS Undergraduate"
"653600000000030536",1,1,3,"JHS Graduate"
"653700000000030537",1,2,"","Bachelor Level Education Undergrad"
"653800000000030538",1,2,"","Bachelor Level Education Graduate"
"654000000000030540",1,1,1,"Bachelor Level Education Graduate"
"654100000000030541",1,1,3,"JHS Undergraduate"
"654200000000030542",1,1,2,"Bachelor Level Education Graduate"
"654300000000030543",1,1,3,"Grade 1 to Grade 6/7"
"654500000000030545",1,1,3,"JHS Graduate"
"654600000000030546",1,1,3,"Grade 1 to Grade 6/7"
"654700000000030547",1,1,3,"JHS Graduate"
"654800000000030548",1,2,"","Bachelor Level Education Graduate"
"654900000000030549",1,1,3,"Grade 1 to Grade 6/7"
"655000000000030550",1,1,3,"Grade 1 to Grade 6/7"
"655100000000030551",1,1,3,"JHS Graduate"
"655200000000030552",1,1,3,"No Grade Completed"
"655300000000030553",1,1,1,"JHS Graduate"
"655600000000030556",1,1,3,"JHS Undergraduate"
"655700000000030557",1,1,3,"JHS Graduate"
"655800000000030558",1,1,3,"JHS Undergraduate"
"655900000000030559",1,1,3,"Elementary Graduate"
"656000000000030560",1,1,3,"Elementary Graduate"
"656100000000030561",1,1,3,"JHS Undergraduate"
"656200000000030562",1,1,3,"JHS Undergraduate"
"656300000000030563",1,1,3,"JHS Undergraduate"
"656400000000030564",1,1,3,"Grade 1 to Grade 6/7"
"656600000000030566",1,1,2,"JHS Undergraduate"
"656700000000030567",1,1,4,"Elementary Graduate"
"656900000000030569",1,1,1,"Elementary Graduate"
"657000000000030570",1,1,3,"Grade 1 to Grade 6/7"
"657100000000030571",1,1,3,"JHS Graduate"
"657200000000030572",1,1,3,"Elementary Graduate"
"657300000000030573",1,1,3,"Elementary Graduate"
"657500000000030575",1,1,4,"JHS Graduate"
"657800000000030578",1,1,1,"Bachelor Level Education Undergrad"
"657900000000030579",1,2,"","Elementary Graduate"
"658000000000030580",1,1,3,"Grade 1 to Grade 6/7"
"658100000000030581",1,1,6,"Bachelor Level Education Graduate"
"658200000000030582",1,1,1,"Bachelor Level Education Graduate"
"658300000000030583",1,1,2,"JHS Graduate"
"658500000000030585",1,1,3,"JHS Graduate"
"658600000000030586",1,1,1,"Grade 1 to Grade 6/7"
"658700000000030587",1,1,4,"Bachelor Level Education Graduate"
"658800000000030588",1,1,1,"JHS Undergraduate"
"659000000000030590",1,1,4,"Grade 1 to Grade 6/7"
"659100000000030591",1,1,3,"JHS Undergraduate"
"659300000000030593",1,1,3,"Bachelor Level Education Graduate"
"659400000000030594",1,1,1,"JHS Graduate"
"659500000000030595",1,2,"","Bachelor Level Education Graduate"
"659600000000030596",1,1,1,"Elementary Graduate"
"659700000000030597",1,1,3,"Bachelor Level Education Undergrad"
"659800000000030598",1,1,3,"Bachelor Level Education Undergrad"
"659900000000030599",1,2,"","Elementary Graduate"
"660000000000030600",1,1,3,"JHS Graduate"
"660200000000030602",1,1,1,"Grade 1 to Grade 6/7"
"660300000000030603",1,1,3,"Elementary Graduate"
"660400000000030604",1,1,1,"JHS Graduate"
"660500000000030605",1,1,1,"JHS Undergraduate"
"660600000000030606",1,1,3,"JHS Undergraduate"
"660700000000030607",1,2,"","JHS Undergraduate"
"660800000000030608",1,2,"","JHS Graduate"
"660900000000030609",1,1,2,"JHS Graduate"
"661000000000030610",1,1,3,"Elementary Graduate"
"661100000000030611",1,2,"","Grade 1 to Grade 6/7"
"661200000000030612",1,1,3,"Grade 1 to Grade 6/7"
"661500000000030615",1,1,3,"Elementary Graduate"
"661600000000030616",1,1,3,"JHS Graduate"
"661700000000030617",1,1,1,"Grade 1 to Grade 6/7"
"661800000000030618",1,1,3,"JHS Graduate"
"661900000000030619",1,1,3,"JHS Undergraduate"
"662000000000030620",1,1,1,"Bachelor Level Education Undergrad"
"662100000000030621",1,1,3,"Grade 1 to Grade 6/7"
"662200000000030622",1,1,3,"Grade 1 to Grade 6/7"
"662300000000030623",1,1,4,"Grade 1 to Grade 6/7"
"662400000000030624",1,1,2,"Bachelor Level Education Graduate"
"662500000000030625",1,2,"","Grade 1 to Grade 6/7"
"662600000000030626",1,1,3,"Bachelor Level Education Undergrad"
"662800000000030628",1,1,3,"Bachelor Level Education Undergrad"
"662900000000030629",1,2,"","Grade 1 to Grade 6/7"
"663000000000030630",1,1,1,"Grade 1 to Grade 6/7"
"663100000000030631",1,1,1,"Grade 1 to Grade 6/7"
"663200000000030632",1,1,1,"Elementary Graduate"
"663300000000030633",1,1,3,"Grade 1 to Grade 6/7"
"663400000000030634",1,1,3,"Grade 1 to Grade 6/7"
"663500000000030635",1,1,3,"Grade 1 to Grade 6/7"
"663600000000030636",1,2,"","No Grade Completed"
"663700000000030637",1,1,3,"JHS Graduate"
"663800000000030638",1,2,"","Elementary Graduate"
"663900000000030639",1,2,"","Grade 1 to Grade 6/7"
"664000000000030640",1,1,3,"JHS Undergraduate"
"664100000000030641",1,1,1,"JHS Graduate"
"664400000000030644",1,1,1,"JHS Undergraduate"
"664500000000030645",1,1,3,"Grade 1 to Grade 6/7"
"664600000000030646",1,1,3,"JHS Graduate"
"664700000000030647",1,1,1,"JHS Undergraduate"
"664800000000030648",1,1,1,"Elementary Graduate"
"665000000000030650",1,1,4,"Grade 1 to Grade 6/7"
"665100000000030651",1,1,3,"JHS Undergraduate"
"665200000000030652",1,1,3,"Elementary Graduate"
"665400000000030654",1,1,3,"JHS Undergraduate"
"665500000000030655",1,1,1,"JHS Graduate"
"665600000000030656",1,1,1,"Elementary Graduate"
"665700000000030657",1,1,1,"Elementary Graduate"
"665800000000030658",1,1,3,"Elementary Graduate"
"665900000000030659",1,1,3,"Elementary Graduate"
"666000000000030660",1,1,3,"Grade 1 to Grade 6/7"
"666100000000030661",1,1,4,"Grade 1 to Grade 6/7"
"666200000000030662",1,1,3,"Elementary Graduate"
"666400000000030664",1,1,1,"Elementary Graduate"
"666500000000030665",1,1,3,"Grade 1 to Grade 6/7"
"666600000000030666",1,1,4,"JHS Graduate"
"666700000000030667",1,1,2,"JHS Graduate"
"666800000000030668",1,1,1,"Grade 1 to Grade 6/7"
"667100000000030671",1,1,4,"JHS Graduate"
"667200000000030672",1,1,1,"Grade 1 to Grade 6/7"
"667300000000030673",1,1,3,"JHS Graduate"
"667400000000030674",1,1,3,"JHS Undergraduate"
"667500000000030675",1,1,3,"Grade 1 to Grade 6/7"
"667600000000030676",1,1,1,"Grade 1 to Grade 6/7"
"667800000000030678",1,1,1,"JHS Undergraduate"
"667900000000030679",1,1,1,"Bachelor Level Education Undergrad"
"668000000000030680",1,1,2,"Bachelor Level Education Graduate"
"668100000000030681",1,1,1,"Elementary Graduate"
"668200000000030682",1,1,1,"JHS Graduate"
"668300000000030683",1,1,3,"JHS Graduate"
"668400000000030684",1,1,1,"JHS Graduate"
"668600000000030686",1,1,3,"Grade 1 to Grade 6/7"
"668700000000030687",1,1,1,"JHS Graduate"
"668800000000030688",1,1,1,"Bachelor Level Education Graduate"
"669000000000030690",1,1,3,"JHS Graduate"
"669100000000030691",1,1,1,"Elementary Graduate"
"669200000000030692",1,1,1,"Grade 1 to Grade 6/7"
"669300000000030693",1,2,"","Grade 1 to Grade 6/7"
"669400000000030694",1,1,1,"Elementary Graduate"
"669500000000030695",1,1,1,"Bachelor Level Education Undergrad"
"669600000000030696",1,1,1,"Elementary Graduate"
"669700000000030697",1,1,4,"Post Secondary/Non Tertiary Education Graduate"
"669900000000030699",1,1,3,"JHS Graduate"
"670000000000030700",1,1,3,"Bachelor Level Education Undergrad"
"670100000000030701",1,1,2,"JHS Graduate"
"670300000000030703",1,1,1,"Elementary Graduate"
"670400000000030704",1,1,1,"JHS Graduate"
"670500000000030705",1,1,1,"Grade 1 to Grade 6/7"
"670600000000030706",1,1,1,"JHS Graduate"
"670700000000030707",1,1,3,"JHS Graduate"
"670800000000030708",1,1,1,"JHS Undergraduate"
"670900000000030709",1,1,3,"Bachelor Level Education Graduate"
"671000000000030710",1,2,"","Grade 1 to Grade 6/7"
"671100000000030711",1,1,0,"JHS Undergraduate"
"671200000000030712",1,2,"","Grade 1 to Grade 6/7"
"671300000000030713",1,1,1,"JHS Undergraduate"
"671700000000030717",1,1,1,"Grade 1 to Grade 6/7"
"671800000000030718",1,1,1,"JHS Graduate"
"671900000000030719",1,1,1,"Grade 1 to Grade 6/7"
"672000000000030720",1,1,1,"Grade 1 to Grade 6/7"
"672100000000030721",1,1,1,"Grade 1 to Grade 6/7"
"672200000000030722",1,1,1,"Grade 1 to Grade 6/7"
"672300000000030723",1,1,1,"Grade 1 to Grade 6/7"
"672400000000030724",1,1,1,"Grade 1 to Grade 6/7"
"672500000000030725",1,1,1,"JHS Undergraduate"
"672600000000030726",1,1,1,"JHS Undergraduate"
"672700000000030727",1,1,2,"JHS Graduate"
"672900000000030729",1,1,3,"Elementary Graduate"
"673000000000030730",1,1,1,"JHS Graduate"
"673100000000030731",1,1,3,"JHS Undergraduate"
"673200000000030732",1,1,3,"Elementary Graduate"
"673300000000030733",1,1,3,"Elementary Graduate"
"673400000000030734",1,1,1,"Elementary Graduate"
"673800000000030738",1,1,1,"JHS Graduate"
"673900000000030739",1,1,1,"Elementary Graduate"
"674000000000030740",1,1,1,"Grade 1 to Grade 6/7"
"674100000000030741",1,1,1,"Grade 1 to Grade 6/7"
"674200000000030742",1,1,1,"Elementary Graduate"
"674300000000030743",1,1,1,"JHS Graduate"
"674400000000030744",1,1,1,"Grade 1 to Grade 6/7"
"674500000000030745",1,1,1,"JHS Undergraduate"
"674600000000030746",1,1,3,"JHS Graduate"
"674800000000030748",1,1,2,"Bachelor Level Education Graduate"
"675100000000030751",1,2,"","Bachelor Level Education Graduate"
"675200000000030752",1,1,1,"JHS Undergraduate"
"675300000000030753",1,2,"","Elementary Graduate"
"675500000000030755",1,1,3,"Elementary Graduate"
"675600000000030756",1,1,3,"Grade 1 to Grade 6/7"
"675700000000030757",1,1,3,"Grade 1 to Grade 6/7"
"675800000000030758",1,1,1,"JHS Graduate"
"675900000000030759",1,1,3,"JHS Graduate"
"676000000000030760",1,1,3,"Elementary Graduate"
"676100000000030761",1,1,3,"Elementary Graduate"
"676200000000030762",1,1,1,"JHS Graduate"
"676300000000030763",1,1,1,"Short Cycle Tertiary Education Graduate"
"676400000000030764",1,1,1,"JHS Undergraduate"
"676500000000030765",1,2,"","Elementary Graduate"
"676600000000030766",1,1,3,"Elementary Graduate"
"676900000000030769",1,1,0,"JHS Graduate"
"677000000000030770",1,1,3,"JHS Undergraduate"
"677200000000030772",1,1,3,"JHS Graduate"
"677500000000030775",1,1,1,"No Grade Completed"
"677800000000030778",1,1,3,"Short Cycle Tertiary Education Graduate"
"677900000000030779",1,1,1,"Grade 1 to Grade 6/7"
"678200000000030782",1,1,0,"JHS Undergraduate"
"678300000000030783",1,1,1,"JHS Graduate"
"678400000000030784",1,2,"","Grade 1 to Grade 6/7"
"678500000000030785",1,1,1,"Grade 1 to Grade 6/7"
"678600000000030786",1,1,3,"Elementary Graduate"
"678700000000030787",1,1,3,"JHS Graduate"
"678800000000030788",1,1,1,"Grade 1 to Grade 6/7"
"678900000000030789",1,1,1,"Elementary Graduate"
"679200000000030792",1,1,1,"Grade 1 to Grade 6/7"
"679400000000030794",1,2,"","JHS Graduate"
"679500000000030795",1,1,3,"JHS Graduate"
"679600000000030796",1,1,3,"JHS Graduate"
"679700000000030797",1,1,1,"Elementary Graduate"
"679800000000030798",1,1,1,"Elementary Graduate"
"679900000000030799",1,1,1,"Elementary Graduate"
"680000000000030800",1,1,3,"Elementary Graduate"
"680100000000030801",1,2,"","Grade 1 to Grade 6/7"
"680200000000030802",1,1,1,"JHS Graduate"
"680400000000030804",1,1,2,"JHS Undergraduate"
"680700000000030807",1,1,3,"JHS Graduate"
"680800000000030808",1,1,0,"Elementary Graduate"
"681000000000030810",1,1,0,"JHS Graduate"
"681200000000030812",1,1,1,"JHS Graduate"
"681300000000030813",1,1,0,"JHS Undergraduate"
"681400000000030814",1,1,3,"Elementary Graduate"
"681500000000030815",1,1,6,"Short Cycle Tertiary Education Graduate"
"681600000000030816",1,1,3,"Elementary Graduate"
"681700000000030817",1,1,1,"Grade 1 to Grade 6/7"
"681800000000030818",1,1,2,"Bachelor Level Education Undergrad"
"682100000000030821",1,1,6,"Bachelor Level Education Undergrad"
"682200000000030822",1,1,3,"Post Secondary/Non Tertiary Education Graduate"
"682300000000030823",1,1,3,"Grade 1 to Grade 6/7"
"682400000000030824",1,1,6,"Elementary Graduate"
"682500000000030825",1,1,1,"Elementary Graduate"
"682600000000030826",1,1,3,"Grade 1 to Grade 6/7"
"682700000000030827",1,1,3,"Grade 1 to Grade 6/7"
"682800000000030828",1,1,3,"Grade 1 to Grade 6/7"
"683000000000030830",1,1,1,"Elementary Graduate"
"683100000000030831",1,1,3,"Elementary Graduate"
"683300000000030833",1,1,1,"JHS Graduate"
"683400000000030834",1,1,3,"JHS Undergraduate"
"683500000000030835",1,1,4,"Elementary Graduate"
"683600000000030836",1,2,"","Grade 1 to Grade 6/7"
"683700000000030837",1,1,1,"Elementary Graduate"
"683900000000030839",1,1,3,"JHS Graduate"
"684000000000030840",1,1,3,"JHS Undergraduate"
"684100000000030841",1,1,1,"Bachelor Level Education Undergrad"
"684200000000030842",1,1,3,"JHS Graduate"
"684300000000030843",1,1,6,"JHS Graduate"
"684400000000030844",1,1,3,"Bachelor Level Education Graduate"
"684600000000030846",1,1,1,"JHS Undergraduate"
"684700000000030847",1,1,1,"Elementary Graduate"
"684900000000030849",1,1,3,"No Grade Completed"
"685000000000030850",1,1,3,"Bachelor Level Education Undergrad"
"685100000000030851",1,1,1,"Elementary Graduate"
"685200000000030852",1,1,3,"Elementary Graduate"
"685300000000030853",1,2,"","Grade 1 to Grade 6/7"
"685700000000030857",1,1,2,"Bachelor Level Education Undergrad"
"685800000000030858",1,1,3,"JHS Graduate"
"685900000000030859",1,1,0,"Elementary Graduate"
"686000000000030860",1,1,3,"Bachelor Level Education Undergrad"
"686100000000030861",1,1,2,"Bachelor Level Education Graduate"
"686200000000030862",1,1,3,"Elementary Graduate"
"686300000000030863",1,1,3,"Elementary Graduate"
"686400000000030864",1,1,1,"Elementary Graduate"
"686500000000030865",1,1,1,"Elementary Graduate"
"686600000000030866",1,1,1,"Grade 1 to Grade 6/7"
"686800000000030868",1,1,3,"Elementary Graduate"
"686900000000030869",1,1,3,"JHS Graduate"
"687100000000030871",1,1,3,"Bachelor Level Education Undergrad"
"687200000000030872",1,1,3,"Elementary Graduate"
"687300000000030873",1,1,1,"JHS Undergraduate"
"687400000000030874",1,1,3,"Elementary Graduate"
"687600000000030876",1,2,"","Elementary Graduate"
"687800000000030878",1,1,3,"Elementary Graduate"
"687900000000030879",1,2,"","Elementary Graduate"
"688100000000030881",1,1,3,"Elementary Graduate"
"688200000000030882",1,1,3,"Elementary Graduate"
"688300000000030883",1,1,3,"Elementary Graduate"
"688400000000030884",1,1,3,"Elementary Graduate"
"688500000000030885",1,2,"","Master Level Education Graduate"
"688700000000030887",1,1,3,"Elementary Graduate"
"688800000000030888",1,1,1,"Elementary Graduate"
"688900000000030889",1,1,3,"Elementary Graduate"
"689200000000030892",1,1,1,"Bachelor Level Education Undergrad"
"689300000000030893",1,1,3,"Elementary Graduate"
"689500000000030895",1,1,1,"JHS Undergraduate"
"689600000000030896",1,1,1,"Elementary Graduate"
"689700000000030897",1,1,3,"JHS Graduate"
"690000000000030900",1,1,1,"JHS Graduate"
"690100000000030901",1,1,1,"JHS Undergraduate"
"690200000000030902",1,2,"","Elementary Graduate"
"690300000000030903",1,1,3,"JHS Graduate"
"690400000000030904",1,2,"","Elementary Graduate"
"690500000000030905",1,2,"","JHS Graduate"
"690700000000030907",1,2,"","Elementary Graduate"
"690800000000030908",1,1,1,"JHS Graduate"
"690900000000030909",1,1,3,"JHS Undergraduate"
"691000000000030910",1,2,"","JHS Undergraduate"
"691600000000030916",1,1,1,"Bachelor Level Education Undergrad"
"691700000000030917",1,1,1,"JHS Graduate"
"691800000000030918",1,1,3,"Elementary Graduate"
"691900000000030919",1,1,6,"Post Secondary/Non Tertiary Education Graduate"
"692000000000030920",1,1,2,"JHS Graduate"
"692100000000030921",1,1,1,"Grade 1 to Grade 6/7"
"692200000000030922",1,1,3,"JHS Graduate"
